"Li7_Ca43_umol_mol","X_B11_Ca43_mmol_mol","X_Mg24_Ca43_mmol_mol","P31_Ca43_mmol_mol","S34_Ca43_mmol_mol","K39_Ca43_mmol_mol","X_Mn55_Ca43_umol_mol","X_Cu63_Ca43_umol_mol","X_Zn66_Ca43_umol_mol","X_Sr88_Ca43_mmol_mol","X_Ba138_Ca43_umol_mol","Pb208_Ca43_umol_mol","time"
"5.489","0.062","0.362","0.902","1.078","0.904","4.892","0.588","7.291","4.419","1.527","0.155",80.17
"6.133","0.062","0.356","0.957","1.031","0.899","5.247","0.586","6.800","4.395","1.618","0.157",80.52
"7.055","0.060","0.354","0.890","1.017","0.889","5.609","0.684","8.301","4.312","1.596","0.155",80.87
"6.310","0.056","0.356","0.784","1.045","0.884","6.142","0.724","8.130","4.330","1.710","0.149",81.22
"5.441","0.052","0.351","0.615","1.060","0.877","6.217","0.688","7.888","4.301","1.629","0.121",81.57
"5.561","0.051","0.338","0.515","1.109","0.864","6.488","0.537","5.037","4.276","1.535","0.078",81.92
"5.623","0.051","0.330","0.427","1.060","0.862","6.212","0.448","4.103","4.189","1.431","0.066",82.27
"6.244","0.053","0.327","0.365","1.067","0.871","6.666","0.359","3.621","4.118","1.369","0.069",82.62
"6.246","0.053","0.343","0.343","1.063","0.907","7.106","0.373","4.112","4.181","1.376","0.080",82.97
"5.445","0.051","0.350","0.365","1.088","0.919","8.143","0.372","5.274","4.189","1.366","0.099",83.32
"4.840","0.043","0.359","0.359","1.068","0.912","8.608","0.469","6.017","4.175","1.432","0.092",83.67
"5.422","0.044","0.353","0.356","1.063","0.939","9.414","0.461","6.495","4.205","1.391","0.108",84.02
"5.935","0.044","0.342","0.284","1.041","0.934","9.721","0.440","6.583","4.179","1.360","0.108",84.37
"6.346","0.053","0.352","0.278","1.077","0.954","10.878","0.316","10.781","4.266","1.263","0.124",84.72
"5.538","0.050","0.364","0.270","1.104","0.931","11.703","0.315","12.948","4.216","1.330","0.109",85.07
"5.559","0.047","0.361","0.262","1.084","0.910","12.015","0.368","12.539","4.067","1.287","0.094",85.42
"5.116","0.041","0.349","0.262","1.043","0.891","12.142","0.478","7.880","3.953","1.251","0.076",85.77
"5.374","0.042","0.347","0.241","1.026","0.886","12.405","0.548","5.602","3.910","1.203","0.067",86.12
"5.091","0.044","0.370","0.261","1.082","0.919","12.890","0.538","5.754","4.023","1.273","0.059",86.47
"5.516","0.046","0.376","0.222","1.110","0.925","12.737","0.438","5.220","4.017","1.299","0.056",86.821
"4.984","0.043","0.367","0.220","1.099","0.920","12.091","0.503","4.890","4.113","1.361","0.077",87.171
"5.663","0.043","0.339","0.219","1.091","0.907","11.587","0.549","4.292","4.071","1.318","0.088",87.521
"5.270","0.043","0.334","0.237","1.074","0.902","11.247","0.632","4.297","4.068","1.405","0.089",87.871
"5.497","0.043","0.344","0.235","1.088","0.908","11.383","0.534","4.273","4.039","1.422","0.080",88.221
"4.995","0.044","0.346","0.235","1.053","0.882","10.936","0.439","4.076","3.964","1.459","0.073",88.571
"5.045","0.042","0.345","0.232","1.052","0.882","11.153","0.411","5.049","3.955","1.386","0.082",88.921
"4.928","0.041","0.337","0.231","1.043","0.867","11.030","0.488","4.915","3.863","1.354","0.072",89.271
"5.152","0.039","0.357","0.238","1.080","0.890","12.088","0.527","4.091","4.023","1.334","0.062",89.621
"4.694","0.040","0.364","0.268","1.129","0.899","12.191","0.516","3.338","4.168","1.447","0.063",89.971
"4.665","0.041","0.369","0.267","1.145","0.903","11.942","0.415","3.078","4.162","1.429","0.064",90.321
"4.656","0.040","0.365","0.257","1.122","0.908","11.087","0.478","4.084","4.113","1.648","0.098",90.671
"4.344","0.041","0.367","0.237","1.097","0.926","10.766","0.656","5.520","4.027","1.620","0.106",91.021
"3.556","0.040","0.360","0.227","1.075","0.940","10.957","0.662","6.128","4.031","1.705","0.117",91.37
"3.786","0.041","0.360","0.234","1.106","0.940","11.788","0.624","6.710","4.021","1.621","0.111",91.721
"3.919","0.038","0.366","0.257","1.089","0.921","11.914","0.511","6.703","3.989","1.739","0.131",92.071
"4.951","0.040","0.371","0.307","1.093","0.915","12.141","0.536","7.857","4.069","1.729","0.174",92.421
"4.406","0.043","0.366","0.360","1.069","0.920","11.944","0.560","8.317","4.044","1.623","0.169",92.771
"5.232","0.047","0.353","0.402","1.068","0.922","11.782","0.619","7.364","4.039","1.452","0.141",93.121
"5.334","0.047","0.358","0.429","1.061","0.910","11.302","0.563","5.661","4.005","1.339","0.107",93.471
"5.674","0.049","0.376","0.443","1.069","0.919","11.188","0.523","4.646","3.981","1.259","0.099",93.821
"4.914","0.046","0.387","0.459","1.091","0.910","11.370","0.429","4.053","4.019","1.222","0.082",94.171
"4.407","0.046","0.384","0.466","1.115","0.935","11.043","0.484","4.665","3.908","1.259","0.083",94.521
"4.888","0.045","0.377","0.497","1.123","0.934","10.130","0.537","5.732","4.253","1.362","0.089",94.871
"6.021","0.047","0.380","0.506","1.104","0.940","9.697","0.579","6.496","4.121","1.353","0.105",95.222
"5.769","0.046","0.382","0.522","1.051","0.921","9.780","0.547","6.650","4.123","1.234","0.108",95.572
"5.376","0.041","0.370","0.513","1.007","0.899","9.868","0.495","5.868","3.729","1.134","0.111",95.922
"4.411","0.041","0.356","0.521","1.003","0.862","9.170","0.489","6.031","3.702","1.167","0.141",96.272
"4.700","0.040","0.355","0.528","1.009","0.870","8.638","0.588","6.538","3.666","1.275","0.133",96.622
"4.762","0.044","0.360","0.546","1.058","0.886","8.677","0.604","6.520","3.707","1.318","0.128",96.972
"5.104","0.044","0.353","0.547","1.036","0.910","8.649","0.571","6.273","3.640","1.309","0.101",97.322
"5.721","0.046","0.357","0.546","1.063","0.910","8.981","0.479","7.190","3.620","1.335","0.120",97.672
"6.298","0.048","0.358","0.596","1.056","0.911","8.583","0.499","9.724","3.566","1.425","0.160",98.022
"7.139","0.052","0.381","0.765","1.111","0.921","8.462","0.475","13.971","3.784","1.556","0.203",98.372
"6.731","0.053","0.379","0.936","1.097","0.896","7.830","0.519","14.459","3.734","1.447","0.181",98.722
"6.349","0.049","0.372","0.958","1.116","0.892","7.390","0.478","14.484","3.772","1.356","0.174",99.072
"5.567","0.047","0.372","1.003","1.133","0.892","7.414","0.596","13.284","3.747","1.230","0.144",99.422
"4.953","0.047","0.379","1.123","1.165","0.896","7.328","0.739","15.742","3.910","1.535","0.199",99.772
"4.966","0.051","0.385","1.453","1.147","0.898","7.327","0.773","16.549","3.976","1.807","0.276",100.122
"5.314","0.056","0.391","1.840","1.102","0.906","7.254","0.742","27.523","3.907","2.196","0.383",100.472
"6.347","0.063","0.396","2.115","1.094","0.918","7.179","0.677","36.427","3.989","2.354","0.381",100.822
"6.655","0.061","0.415","2.325","1.075","0.922","7.495","0.708","46.397","3.848","2.562","0.346",101.172
"7.046","0.059","0.416","2.384","1.095","0.913","7.435","0.618","44.790","3.887","2.536","0.273",101.522
"6.350","0.057","0.428","2.349","1.085","0.918","7.754","0.641","42.112","3.661","2.400","0.268",101.872
"6.941","0.057","0.408","2.149","1.118","0.913","7.324","0.662","38.991","3.631","2.321","0.202",102.222
"7.281","0.052","0.401","1.769","1.113","0.930","7.257","0.712","36.340","3.556","2.147","0.191",102.572
"7.213","0.046","0.386","1.381","1.152","0.948","7.116","0.559","31.561","3.677","2.072","0.142",102.922
"5.865","0.043","0.381","1.021","1.115","0.941","7.577","0.377","25.476","3.648","1.797","0.129",103.272
"5.514","0.044","0.367","0.770","1.109","0.921","8.064","0.310","19.272","3.617","1.906","0.104",103.622
"6.168","0.043","0.362","0.702","1.125","0.933","9.101","0.403","19.134","3.682","1.923","0.143",103.973
"6.600","0.044","0.365","0.673","1.177","0.957","10.293","0.498","17.990","3.759","1.988","0.153",104.323
"6.616","0.042","0.369","0.675","1.204","0.970","11.057","0.529","16.966","3.772","1.929","0.164",104.673
"7.834","0.042","0.360","0.634","1.195","0.964","12.284","0.451","13.158","3.666","1.882","0.115",105.023
"7.851","0.043","0.354","0.586","1.155","0.952","12.792","0.444","10.818","3.597","1.842","0.112",105.373
"9.256","0.043","0.357","0.555","1.126","0.964","14.456","0.478","10.950","3.580","1.723","0.112",105.723
"10.633","0.041","0.365","0.558","1.111","0.973","15.384","0.620","11.179","3.532","1.763","0.126",106.073
"13.651","0.042","0.372","0.581","1.147","0.984","16.736","0.646","12.022","3.594","1.741","0.135",106.423
"13.527","0.042","0.369","0.604","1.156","0.956","17.334","0.639","12.811","3.575","1.785","0.127",106.773
"13.184","0.044","0.368","0.607","1.115","0.933","17.131","0.454","12.549","3.566","1.752","0.115",107.123
"12.700","0.045","0.368","0.640","1.073","0.921","16.740","0.582","13.720","3.577","1.780","0.147",107.473
"13.949","0.046","0.371","0.725","1.100","0.952","15.977","0.586","15.495","3.584","1.808","0.163",107.823
"14.058","0.047","0.370","0.827","1.132","0.938","15.580","0.677","16.422","3.522","1.782","0.178",108.173
"12.903","0.041","0.374","0.838","1.144","0.940","15.204","0.601","15.661","3.484","1.742","0.145",108.522
"11.520","0.037","0.374","0.764","1.132","0.929","14.590","0.689","11.948","3.477","1.713","0.113",108.873
"9.708","0.033","0.376","0.669","1.152","0.947","14.298","0.649","10.901","3.561","1.704","0.144",109.223
"7.725","0.034","0.375","0.625","1.182","0.967","14.083","0.692","11.882","3.612","1.694","0.149",109.573
"5.812","0.035","0.372","0.654","1.181","0.973","13.300","0.691","13.488","3.572","1.675","0.158",109.923
"5.134","0.034","0.368","0.620","1.169","0.967","12.632","0.757","12.785","3.594","1.569","0.117",110.273
"4.906","0.031","0.359","0.582","1.140","0.938","11.228","0.646","11.662","3.502","1.416","0.103",110.623
"4.990","0.027","0.354","0.528","1.133","0.928","10.755","0.523","10.045","3.522","1.203","0.091",110.973
"4.476","0.029","0.349","0.533","1.120","0.947","9.976","0.533","11.599","3.505","1.196","0.102",111.323
"5.223","0.033","0.363","0.591","1.149","0.976","9.312","0.611","11.897","3.543","1.329","0.125",111.673
"5.000","0.036","0.375","0.644","1.132","0.992","9.207","0.719","12.853","3.719","1.562","0.151",112.023
"4.887","0.038","0.391","0.708","1.118","0.979","9.138","0.574","12.345","3.695","1.794","0.159",112.374
"4.424","0.034","0.374","0.658","1.109","0.971","8.778","0.599","11.368","3.625","1.671","0.128",112.724
"4.681","0.033","0.374","0.608","1.102","0.954","9.014","0.442","9.910","3.489","1.655","0.118",113.074
"4.900","0.030","0.364","0.554","1.129","0.952","9.539","0.560","9.874","3.443","1.601","0.111",113.424
"5.523","0.030","0.367","0.500","1.105","0.946","11.269","0.519","10.098","3.565","1.729","0.117",113.774
"6.130","0.032","0.355","0.449","1.124","0.941","12.698","0.621","11.326","3.522","1.596","0.123",114.124
"6.126","0.033","0.357","0.353","1.123","0.925","13.371","0.551","10.849","3.514","1.601","0.116",114.474
"5.839","0.031","0.359","0.308","1.129","0.941","13.826","0.494","9.800","3.430","1.583","0.124",114.824
"4.528","0.029","0.368","0.285","1.110","0.948","13.406","0.514","9.053","3.445","1.562","0.112",115.174
"5.526","0.030","0.364","0.292","1.060","0.964","12.969","0.465","8.251","3.393","1.400","0.117",115.524
"5.266","0.031","0.361","0.327","1.073","0.951","12.905","0.498","8.269","3.349","1.317","0.121",115.874
"6.934","0.033","0.359","0.339","1.072","0.969","13.664","0.461","8.825","3.254","1.290","0.125",116.224
"6.966","0.029","0.348","0.358","1.106","0.988","14.384","0.561","8.315","3.311","1.271","0.126",116.574
"6.461","0.030","0.354","0.359","1.087","0.989","14.617","0.563","9.048","3.310","1.465","0.164",116.924
"4.988","0.031","0.347","0.382","1.097","0.958","14.601","0.527","11.773","3.391","1.826","0.224",117.274
"3.600","0.033","0.345","0.418","1.083","0.942","15.016","0.462","16.851","3.321","2.344","0.283",117.624
"5.174","0.033","0.346","0.461","1.082","0.935","15.517","0.500","19.735","3.356","2.663","0.292",117.974
"6.322","0.032","0.350","0.472","1.120","0.952","15.639","0.558","19.433","3.328","2.889","0.257",118.324
"7.462","0.028","0.357","0.453","1.160","0.949","15.761","0.621","16.734","3.404","2.687","0.233",118.674
"7.182","0.029","0.352","0.407","1.155","0.966","15.684","0.610","14.206","3.438","2.333","0.207",119.024
"7.200","0.030","0.351","0.360","1.131","0.965","15.908","0.554","11.435","3.438","1.815","0.206",119.374
"6.535","0.032","0.355","0.331","1.116","0.996","15.795","0.622","10.289","3.461","1.755","0.185",119.724
"6.021","0.032","0.352","0.311","1.116","0.983","14.816","0.569","8.983","3.378","1.587","0.166",120.074
"5.176","0.033","0.351","0.305","1.083","0.991","13.944","0.526","7.967","3.381","1.624","0.143",120.424
"5.820","0.035","0.354","0.300","1.078","0.978","12.692","0.444","7.632","3.325","1.507","0.147",120.774
"6.059","0.035","0.358","0.332","1.076","0.976","12.341","0.511","15.282","3.417","1.600","0.175",121.125
"6.074","0.032","0.356","0.361","1.093","0.964","11.110","0.664","23.170","3.463","1.559","0.206",121.475
"6.646","0.030","0.366","0.437","1.071","0.951","10.831","0.760","26.253","3.466","1.494","0.214",121.825
"5.983","0.027","0.365","0.491","1.113","0.956","10.675","0.752","19.736","3.431","1.287","0.203",122.175
"5.963","0.027","0.376","0.531","1.133","0.973","10.982","0.571","14.056","3.406","1.263","0.222",122.525
"5.025","0.027","0.373","0.568","1.149","0.984","11.148","0.570","12.826","3.447","1.212","0.244",122.875
"4.715","0.030","0.378","0.606","1.129","1.005","11.016","0.566","14.498","3.483","1.491","0.258",123.225
"4.445","0.031","0.372","0.598","1.118","1.040","10.847","0.690","15.515","3.527","1.588","0.264",123.575
"4.539","0.033","0.374","0.510","1.149","1.066","10.614","0.618","13.479","3.532","1.588","0.207",123.925
"5.069","0.031","0.371","0.404","1.162","1.071","9.525","0.579","10.589","3.547","1.418","0.176",124.275
"5.023","0.029","0.367","0.337","1.146","1.034","8.999","0.540","8.267","3.448","1.312","0.150",124.625
"4.727","0.029","0.360","0.315","1.134","1.014","8.780","0.513","8.173","3.440","1.262","0.156",124.975
"4.394","0.029","0.362","0.289","1.120","1.040","9.466","0.563","9.336","3.396","1.362","0.211",125.325
"5.548","0.026","0.357","0.285","1.117","1.046","9.519","0.682","10.274","3.407","1.592","0.230",125.674
"5.888","0.026","0.352","0.274","1.105","1.048","9.335","0.666","10.268","3.386","1.816","0.232",126.025
"5.486","0.028","0.346","0.276","1.090","1.005","9.191","0.593","10.555","3.403","2.071","0.248",126.375
"4.993","0.032","0.353","0.256","1.122","0.994","9.428","0.437","10.794","3.329","2.081","0.237",126.725
"4.721","0.033","0.352","0.256","1.105","1.003","9.922","0.553","11.974","3.380","2.309","0.301",127.075
"5.587","0.031","0.353","0.224","1.102","1.014","9.952","0.600","12.218","3.304","2.409","0.307",127.425
"5.146","0.030","0.346","0.236","1.113","1.028","9.732","0.717","12.013","3.357","2.401","0.286",127.775
"4.936","0.028","0.360","0.234","1.127","1.019","9.201","0.603","10.348","3.314","2.360","0.235",128.125
"3.955","0.031","0.370","0.252","1.170","1.013","9.116","0.591","9.685","3.297","2.097","0.180",128.475
"3.313","0.030","0.369","0.241","1.158","1.037","9.320","0.564","9.355","3.307","2.088","0.220",128.825
"3.195","0.031","0.350","0.240","1.149","1.041","9.355","0.572","11.623","3.212","2.214","0.286",129.175
"4.249","0.032","0.333","0.211","1.066","1.025","9.752","0.535","12.374","3.214","2.316","0.343",129.526
"4.800","0.033","0.348","0.216","1.091","1.013","10.165","0.565","12.435","3.303","2.312","0.348",129.876
"4.677","0.032","0.350","0.195","1.097","1.017","10.439","0.616","11.498","3.363","1.987","0.282",130.226
"4.069","0.028","0.363","0.255","1.124","1.042","10.806","0.641","10.162","3.408","1.841","0.240",130.576
"4.049","0.026","0.353","0.284","1.088","1.031","10.746","0.589","10.052","3.371","1.875","0.217",130.926
