"Li7_Ca43_umol_mol","X_B11_Ca43_mmol_mol","X_Mg24_Ca43_mmol_mol","P31_Ca43_mmol_mol","S34_Ca43_mmol_mol","K39_Ca43_mmol_mol","X_Mn55_Ca43_umol_mol","X_Cu63_Ca43_umol_mol","X_Zn66_Ca43_umol_mol","X_Sr88_Ca43_mmol_mol","X_Ba138_Ca43_umol_mol","Pb208_Ca43_umol_mol","time"
"8.794","0.031","0.364","0.162","1.359","1.110","13.648","0.591","4.373","2.951","1.125","0.076",129.875
"8.877","0.029","0.373","0.161","1.388","1.113","12.867","0.549","3.851","3.099","1.075","0.062",130.225
"8.204","0.029","0.361","0.183","1.391","1.163","11.844","0.615","3.824","3.208","1.120","0.049",130.575
"7.096","0.031","0.351","0.190","1.377","1.150","9.911","0.578","3.987","3.224","1.101","0.047",130.925
"6.535","0.035","0.348","0.189","1.386","1.148","8.875","0.540","3.250","3.235","0.990","0.039",131.275
"6.375","0.033","0.356","0.184","1.398","1.138","8.115","0.459","2.476","3.205","0.957","0.026",131.625
"5.865","0.032","0.353","0.192","1.363","1.158","8.369","0.439","2.062","3.234","0.911","0.035",131.975
"5.354","0.032","0.349","0.192","1.352","1.171","9.175","0.507","2.858","3.153","0.998","0.044",132.325
"4.932","0.032","0.346","0.209","1.321","1.167","10.512","0.590","3.769","3.077","1.101","0.066",132.675
"4.574","0.031","0.342","0.222","1.339","1.137","11.963","0.694","4.756","2.929","1.161","0.075",133.025
"4.944","0.030","0.340","0.249","1.332","1.122","12.497","0.635","4.554","2.854","1.242","0.071",133.375
"4.479","0.030","0.330","0.252","1.341","1.102","12.656","0.574","4.302","2.850","1.196","0.057",133.725
"5.628","0.032","0.330","0.260","1.322","1.106","12.244","0.417","3.724","2.769","1.194","0.045",134.075
"4.590","0.031","0.334","0.228","1.304","1.123","12.901","0.437","3.445","2.741","1.135","0.041",134.425
"5.019","0.032","0.341","0.208","1.350","1.143","14.180","0.432","3.155","2.655","1.017","0.049",134.776
"4.464","0.032","0.343","0.177","1.331","1.144","15.624","0.404","2.792","2.726","0.884","0.055",135.126
"5.297","0.032","0.343","0.181","1.332","1.129","16.193","0.406","2.355","2.671","0.695","0.051",135.476
"5.052","0.030","0.338","0.172","1.310","1.139","15.728","0.425","2.511","2.637","0.634","0.051",135.826
"5.059","0.027","0.343","0.192","1.326","1.141","15.639","0.500","2.451","2.551","0.569","0.048",136.176
"4.744","0.026","0.346","0.165","1.322","1.157","15.781","0.600","2.946","2.485","0.585","0.056",136.526
"4.282","0.023","0.351","0.159","1.295","1.150","16.000","0.563","2.612","2.466","0.675","0.058",136.876
"4.734","0.023","0.351","0.134","1.313","1.179","15.668","0.506","2.312","2.466","0.730","0.054",137.226
"5.187","0.024","0.352","0.152","1.381","1.216","15.478","0.356","1.679","2.514","0.736","0.048",137.576
"6.755","0.027","0.357","0.171","1.415","1.250","15.484","0.395","1.511","2.494","0.649","0.037",137.926
"6.144","0.028","0.353","0.181","1.364","1.222","14.812","0.425","1.881","2.507","0.674","0.035",138.276
"5.967","0.026","0.352","0.191","1.327","1.198","13.845","0.521","2.037","2.523","0.728","0.040",138.626
"6.032","0.026","0.349","0.195","1.273","1.171","12.409","0.584","2.615","2.591","0.781","0.044",138.976
"6.482","0.029","0.359","0.187","1.310","1.187","11.229","0.615","2.796","2.578","0.776","0.047",139.326
"7.880","0.028","0.366","0.196","1.324","1.211","10.004","0.629","3.127","2.558","0.815","0.047",139.676
"7.318","0.026","0.363","0.196","1.386","1.235","9.451","0.563","2.773","2.542","0.868","0.045",140.026
"7.047","0.023","0.356","0.199","1.356","1.247","9.238","0.637","2.954","2.573","0.882","0.044",140.376
"5.568","0.021","0.358","0.186","1.332","1.244","9.079","0.518","2.972","2.632","0.849","0.044",140.726
"5.108","0.023","0.358","0.184","1.251","1.226","8.720","0.480","3.293","2.628","0.779","0.041",141.076
"5.238","0.025","0.358","0.178","1.246","1.238","8.468","0.376","2.883","2.626","0.722","0.035",141.426
"5.260","0.026","0.346","0.175","1.242","1.209","7.868","0.382","2.504","2.583","0.675","0.040",141.776
"6.064","0.024","0.351","0.166","1.301","1.190","7.686","0.465","1.918","2.584","0.736","0.050",142.126
"6.482","0.024","0.349","0.183","1.320","1.172","7.581","0.492","2.174","2.548","0.856","0.052",142.476
"6.274","0.022","0.360","0.176","1.326","1.177","7.426","0.653","2.526","2.629","0.972","0.050",142.826
"6.012","0.025","0.356","0.154","1.354","1.214","7.355","0.662","2.949","2.701","0.937","0.046",143.177
"4.601","0.024","0.362","0.137","1.361","1.225","7.402","0.699","2.672","2.825","0.894","0.048",143.527
"5.089","0.026","0.353","0.150","1.325","1.234","7.496","0.588","2.370","2.836","0.819","0.042",143.877
"5.182","0.025","0.345","0.168","1.259","1.222","7.291","0.437","1.955","2.787","0.707","0.036",144.227
"6.723","0.027","0.338","0.177","1.239","1.229","7.383","0.389","1.939","2.758","0.629","0.044",144.577
"6.180","0.029","0.342","0.169","1.266","1.234","7.706","0.297","1.938","2.743","0.544","0.043",144.927
"5.500","0.031","0.346","0.156","1.297","1.238","8.085","0.383","1.725","2.746","0.629","0.043",145.277
"4.955","0.031","0.359","0.144","1.351","1.258","8.261","0.422","1.268","2.759","0.587","0.029",145.627
"5.102","0.029","0.363","0.128","1.340","1.274","8.138","0.449","0.981","2.760","0.612","0.030",145.977
"5.444","0.029","0.368","0.136","1.333","1.286","8.680","0.459","1.333","2.786","0.643","0.028",146.327
"4.856","0.027","0.367","0.126","1.322","1.270","8.359","0.377","1.931","2.760","0.668","0.034",146.677
"4.875","0.026","0.360","0.144","1.294","1.236","8.777","0.427","1.989","2.673","0.639","0.032",147.027
"4.245","0.025","0.363","0.146","1.299","1.238","9.088","0.425","2.148","2.697","0.560","0.036",147.377
"4.026","0.023","0.354","0.162","1.268","1.254","9.447","0.488","2.000","2.702","0.573","0.029",147.727
"4.020","0.022","0.351","0.165","1.309","1.252","9.268","0.450","2.235","2.778","0.655","0.032",148.077
"4.414","0.021","0.349","0.161","1.322","1.244","8.456","0.431","1.968","2.753","0.737","0.040",148.427
"4.818","0.024","0.354","0.156","1.348","1.219","8.423","0.463","1.669","2.738","0.731","0.041",148.777
"4.967","0.024","0.356","0.168","1.348","1.210","8.244","0.483","1.873","2.784","0.749","0.039",149.127
"5.409","0.026","0.355","0.182","1.348","1.182","7.992","0.439","1.692","2.781","0.785","0.021",149.477
"5.182","0.027","0.351","0.191","1.349","1.181","7.760","0.346","1.617","2.792","0.868","0.016",149.827
"5.122","0.029","0.351","0.176","1.348","1.215","7.434","0.326","1.426","2.766","0.862","0.016",150.177
"4.526","0.030","0.355","0.144","1.354","1.235","7.342","0.357","1.474","2.842","0.780","0.022",150.527
"4.829","0.028","0.370","0.145","1.313","1.222","6.988","0.350","1.783","2.890","0.758","0.031",150.877
"4.342","0.029","0.374","0.151","1.304","1.201","6.911","0.311","1.578","2.859","0.708","0.026",151.227
"4.670","0.028","0.372","0.185","1.256","1.213","6.852","0.354","1.781","2.830","0.749","0.029",151.577
"5.097","0.029","0.360","0.191","1.274","1.225","6.694","0.390","1.500","2.847","0.843","0.028",151.928
"5.065","0.027","0.359","0.192","1.263","1.239","6.789","0.446","1.713","2.803","0.976","0.033",152.277
"5.317","0.026","0.357","0.201","1.338","1.235","6.896","0.398","1.531","2.758","1.090","0.033",152.628
"5.325","0.023","0.351","0.185","1.343","1.226","7.024","0.370","1.762","2.664","1.030","0.030",152.978
"6.048","0.026","0.352","0.168","1.338","1.217","7.283","0.346","1.518","2.663","1.022","0.023",153.328
"5.338","0.026","0.345","0.172","1.303","1.245","7.457","0.288","1.408","2.640","0.931","0.014",153.678
"4.814","0.027","0.354","0.181","1.348","1.268","7.526","0.344","2.091","2.684","0.950","0.017",154.028
"4.535","0.021","0.356","0.179","1.370","1.276","7.315","0.384","2.377","2.698","0.907","0.031",154.378
"4.255","0.022","0.366","0.152","1.371","1.266","7.276","0.501","3.030","2.828","0.938","0.042",154.728
"3.738","0.020","0.361","0.141","1.345","1.275","7.655","0.467","2.339","2.755","0.975","0.039",155.078
"3.630","0.025","0.355","0.151","1.371","1.266","7.813","0.479","2.814","2.790","1.042","0.029",155.428
"4.596","0.022","0.348","0.135","1.379","1.240","7.601","0.409","2.355","2.644","1.072","0.019",155.778
"4.761","0.025","0.348","0.147","1.369","1.246","7.474","0.456","2.382","2.717","1.018","0.018",156.128
"5.215","0.025","0.358","0.140","1.346","1.247","7.431","0.429","1.586","2.709","1.024","0.019",156.478
"4.442","0.027","0.366","0.148","1.333","1.248","7.560","0.453","1.422","2.788","1.059","0.027",156.828
"5.186","0.023","0.370","0.140","1.303","1.230","7.424","0.397","1.451","2.695","1.074","0.032",157.178
"4.234","0.025","0.363","0.138","1.298","1.233","7.529","0.373","1.300","2.700","1.088","0.030",157.528
"4.217","0.024","0.364","0.131","1.315","1.239","7.845","0.359","1.408","2.721","1.136","0.027",157.878
"5.019","0.028","0.372","0.131","1.338","1.256","8.293","0.394","1.775","2.816","1.203","0.024",158.228
"5.901","0.025","0.360","0.155","1.323","1.237","7.883","0.353","2.535","2.794","1.122","0.029",158.578
"7.042","0.026","0.351","0.164","1.309","1.224","7.513","0.390","3.276","2.810","1.118","0.030",158.928
"6.564","0.027","0.335","0.197","1.304","1.203","7.105","0.349","3.141","2.856","1.304","0.025",159.278
"5.799","0.027","0.342","0.214","1.377","1.232","7.854","0.438","2.886","2.910","1.556","0.021",159.628
"4.976","0.031","0.337","0.219","1.363","1.231","7.933","0.361","1.957","2.871","1.540","0.018",159.978
"4.295","0.030","0.341","0.185","1.362","1.238","7.741","0.438","1.453","2.746","1.465","0.017",160.329
"4.585","0.033","0.342","0.164","1.323","1.231","7.421","0.385","1.512","2.779","1.403","0.022",160.679
"4.549","0.030","0.339","0.154","1.346","1.234","7.218","0.455","1.986","2.776","1.505","0.022",161.029
"5.812","0.032","0.353","0.156","1.344","1.229","7.863","0.375","2.179","2.879","1.539","0.028",161.379
"5.915","0.029","0.364","0.173","1.365","1.226","7.899","0.476","2.099","2.876","1.658","0.028",161.729
"7.193","0.030","0.391","0.178","1.370","1.278","8.560","0.400","2.005","2.970","1.752","0.038",162.079
"6.991","0.028","0.374","0.178","1.380","1.284","7.966","0.466","2.127","2.963","1.711","0.031",162.429
"7.081","0.029","0.364","0.181","1.345","1.276","8.023","0.313","2.655","2.973","1.680","0.043",162.779
"6.763","0.031","0.356","0.189","1.332","1.237","7.393","0.459","2.989","2.927","1.576","0.039",163.129
"7.490","0.028","0.359","0.177","1.333","1.237","7.915","0.482","2.668","2.965","1.570","0.042",163.479
"8.691","0.027","0.355","0.163","1.359","1.268","7.460","0.516","2.045","3.005","1.539","0.034",163.829
"8.106","0.023","0.355","0.167","1.380","1.285","7.506","0.532","1.366","3.013","1.624","0.024",164.179
"6.698","0.027","0.363","0.175","1.419","1.326","7.433","0.505","1.527","3.036","1.798","0.037",164.529
"5.606","0.027","0.365","0.169","1.379","1.282","7.943","0.523","1.936","2.937","1.858","0.045",164.879
"5.437","0.030","0.364","0.183","1.368","1.281","8.308","0.403","2.239","2.912","1.890","0.047",165.229
"5.676","0.026","0.357","0.184","1.315","1.250","8.039","0.395","2.274","2.864","1.773","0.026",165.579
"5.387","0.024","0.355","0.179","1.331","1.287","7.956","0.448","1.965","2.924","1.859","0.008",165.929
"5.149","0.023","0.354","0.156","1.324","1.303","8.061","0.470","1.597","2.933","1.843","0.011",166.279
"4.653","0.021","0.345","0.148","1.334","1.302","7.998","0.511","1.697","2.953","1.820","0.016",166.629
"4.486","0.020","0.348","0.155","1.344","1.318","8.095","0.435","1.659","2.958","1.694","0.026",166.979
"5.556","0.020","0.334","0.157","1.354","1.307","7.903","0.451","2.037","2.959","1.693","0.027",167.329
"4.468","0.022","0.338","0.164","1.326","1.305","8.198","0.366","1.940","2.908","1.713","0.023",167.679
"5.269","0.024","0.341","0.165","1.342","1.303","8.195","0.438","1.782","2.859","1.643","0.016",168.029
"5.400","0.024","0.340","0.162","1.320","1.307","7.989","0.362","1.274","2.795","1.580","0.013",168.379
"6.725","0.023","0.336","0.148","1.358","1.334","7.765","0.433","1.282","2.738","1.382","0.025",168.729
"7.910","0.022","0.340","0.148","1.332","1.359","8.047","0.423","1.322","2.731","1.463","0.032",169.08
"7.098","0.022","0.347","0.136","1.324","1.340","8.745","0.530","1.623","2.766","1.435","0.033",169.429
"7.004","0.021","0.356","0.139","1.360","1.313","8.987","0.443","1.473","2.815","1.641","0.024",169.78
"5.871","0.022","0.348","0.142","1.384","1.290","8.955","0.366","1.108","2.869","1.509","0.030",170.13
"6.206","0.023","0.348","0.154","1.408","1.315","8.855","0.185","1.274","2.873","1.375","0.028",170.48
"6.639","0.024","0.354","0.173","1.407","1.339","9.144","0.248","1.716","2.916","1.291","0.043",170.83
"7.026","0.023","0.357","0.183","1.361","1.332","9.006","0.243","2.376","2.924","1.444","0.031",171.18
"7.853","0.021","0.350","0.178","1.392","1.308","9.176","0.331","2.144","2.931","1.532","0.029",171.53
"7.557","0.020","0.333","0.167","1.361","1.263","9.129","0.240","1.619","2.983","1.548","0.011",171.88
"7.549","0.021","0.326","0.141","1.406","1.247","9.353","0.317","1.382","3.002","1.490","0.010",172.23
"6.999","0.022","0.332","0.154","1.330","1.234","8.966","0.404","1.278","2.976","1.514","0.011",172.58
"8.525","0.024","0.341","0.155","1.335","1.244","8.627","0.490","1.556","2.902","1.451","0.024",172.93
"8.717","0.025","0.345","0.183","1.342","1.246","8.580","0.530","1.386","2.908","1.404","0.037",173.28
"8.752","0.027","0.336","0.205","1.381","1.236","8.371","0.507","1.815","2.989","1.374","0.047",173.63
"8.054","0.026","0.337","0.228","1.344","1.225","8.245","0.460","1.864","2.985","1.410","0.044",173.98
"8.565","0.027","0.338","0.234","1.369","1.215","7.731","0.419","2.145","2.970","1.390","0.037",174.33
"8.969","0.025","0.340","0.245","1.360","1.236","7.724","0.439","1.986","2.924","1.318","0.047",174.68
"9.672","0.027","0.337","0.242","1.371","1.233","7.927","0.468","1.883","2.971","1.332","0.046",175.03
"8.803","0.028","0.335","0.250","1.311","1.216","8.095","0.495","1.647","2.891","1.301","0.037",175.38
"8.077","0.029","0.330","0.241","1.303","1.194","7.904","0.505","1.398","2.845","1.364","0.021",175.73
"7.630","0.028","0.329","0.232","1.358","1.206","7.691","0.513","1.185","2.748","1.277","0.016",176.08
"9.435","0.026","0.331","0.219","1.397","1.249","7.517","0.467","1.367","2.784","1.133","0.020",176.43
"10.627","0.027","0.338","0.189","1.402","1.255","7.577","0.434","1.771","2.797","1.025","0.019",176.78
"11.272","0.028","0.339","0.159","1.384","1.257","7.354","0.452","1.921","2.841","0.926","0.029",177.13
"11.177","0.025","0.341","0.129","1.373","1.277","7.228","0.548","2.110","2.769","0.951","0.034",177.481
"11.442","0.022","0.350","0.122","1.371","1.295","6.771","0.534","1.930","2.758","0.951","0.045",177.831
"11.469","0.020","0.351","0.134","1.363","1.323","6.527","0.475","1.944","2.737","1.050","0.041",178.181
"11.439","0.023","0.340","0.142","1.342","1.305","6.369","0.306","1.721","2.775","1.057","0.036",178.531
"10.523","0.023","0.326","0.153","1.382","1.321","6.574","0.234","1.536","2.790","1.021","0.034",178.881
"8.405","0.023","0.326","0.146","1.346","1.310","6.267","0.239","1.526","3.209","0.875","0.030",179.231
"6.906","0.020","0.335","0.153","1.352","1.326","6.212","0.263","1.474","3.208","0.840","0.034",179.581
"6.027","0.021","0.348","0.152","1.357","1.344","6.189","0.301","1.651","3.254","0.804","0.025",179.931
"6.547","0.020","0.337","0.162","1.382","1.350","6.405","0.273","1.505","2.802","0.834","0.025",180.281
"5.975","0.020","0.331","0.160","1.371","1.331","6.237","0.354","1.494","2.836","0.820","0.020",180.631
"6.078","0.019","0.329","0.163","1.324","1.333","6.027","0.468","1.102","2.770","0.863","0.020",180.981
"5.285","0.019","0.334","0.155","1.290","1.312","6.006","0.657","1.109","2.774","0.918","0.019",181.331
"5.066","0.017","0.337","0.153","1.280","1.314","6.441","0.642","1.099","2.732","0.926","0.027",181.681
"4.919","0.019","0.330","0.133","1.296","1.283","6.779","0.587","1.028","2.718","0.849","0.031",182.031
"5.118","0.017","0.325","0.145","1.336","1.274","6.411","0.440","0.801","2.684","0.724","0.033",182.381
"5.400","0.018","0.317","0.142","1.388","1.280","5.911","0.387","0.575","2.697","0.765","0.025",182.731
"5.899","0.016","0.312","0.182","1.393","1.277","5.478","0.364","0.782","2.691","0.814","0.028",183.081
"6.463","0.018","0.323","0.197","1.373","1.303","5.991","0.345","1.017","2.693","0.877","0.025",183.431
"6.429","0.020","0.323","0.214","1.358","1.315","6.165","0.450","1.478","2.662","0.770","0.030",183.781
"6.150","0.021","0.323","0.201","1.373","1.311","6.721","0.478","1.561","2.663","0.766","0.024",184.131
"5.909","0.019","0.312","0.209","1.424","1.309","6.716","0.509","1.674","2.694","0.727","0.027",184.481
"5.708","0.018","0.315","0.231","1.438","1.269","6.404","0.542","1.276","2.737","0.773","0.021",184.831
"5.248","0.021","0.321","0.244","1.423","1.299","6.026","0.589","1.537","2.791","0.695","0.027",185.181
"7.069","0.023","0.331","0.242","1.351","1.294","5.564","0.606","1.695","2.815","0.695","0.039",185.531
"7.174","0.024","0.327","0.223","1.293","1.262","5.259","0.482","1.974","2.716","0.725","0.052",185.881
"7.428","0.025","0.327","0.246","1.295","1.226","5.056","0.431","1.967","2.708","0.760","0.049",186.232
"4.709","0.026","0.316","0.253","1.346","1.196","5.122","0.454","2.033","2.695","0.808","0.032",186.581
"5.057","0.027","0.322","0.266","1.406","1.200","4.940","0.479","1.590","2.723","0.731","0.015",186.932
"4.751","0.023","0.321","0.245","1.400","1.179","4.289","0.467","1.403","2.655","0.743","0.018",187.282
"5.845","0.023","0.322","0.201","1.395","1.153","3.614","0.380","0.982","2.625","0.706","0.019",187.632
"5.620","0.019","0.321","0.153","1.374","1.141","3.323","0.343","1.370","2.755","0.824","0.032",187.982
"5.828","0.021","0.316","0.146","1.397","1.144","3.188","0.285","1.740","2.785","0.795","0.023",188.332
"5.982","0.018","0.315","0.155","1.370","1.149","3.353","0.251","1.961","2.813","0.824","0.029",188.682
"6.651","0.020","0.303","0.157","1.337","1.136","3.321","0.240","1.699","2.682","0.793","0.024",189.032
"6.388","0.020","0.306","0.137","1.343","1.144","3.400","0.269","1.502","2.740","0.790","0.035",189.382
"5.723","0.019","0.308","0.133","1.334","1.158","3.327","0.380","1.551","2.800","0.795","0.034",189.732
"4.834","0.016","0.317","0.135","1.352","1.203","3.225","0.414","1.952","2.870","0.687","0.039",190.082
"6.105","0.017","0.321","0.128","1.320","1.209","3.173","0.457","1.959","2.920","0.752","0.033",190.432
"6.596","0.020","0.333","0.125","1.330","1.213","3.226","0.443","1.712","2.840","0.856","0.033",190.782
"6.442","0.019","0.332","0.119","1.333","1.203","3.629","0.375","1.565","2.860","0.985","0.029",191.132
"5.672","0.020","0.335","0.133","1.361","1.183","3.694","0.354","1.714","2.744","0.891","0.025",191.482
"7.283","0.019","0.351","0.134","1.393","1.198","3.938","0.330","1.939","2.791","0.809","0.019",191.832
"7.330","0.015","0.343","0.157","1.404","1.210","4.244","0.418","2.372","2.794","0.892","0.018",192.182
"8.283","0.017","0.334","0.161","1.408","1.237","4.497","0.421","2.198","2.881","1.143","0.018",192.532
"8.318","0.016","0.300","0.163","1.375","1.199","4.307","0.354","2.045","2.837","1.190","0.029",192.882
"8.236","0.022","0.312","0.142","1.373","1.191","4.430","0.316","1.709","2.840","1.256","0.036",193.232
"9.140","0.020","0.310","0.139","1.348","1.156","4.472","0.288","1.768","2.845","1.171","0.029",193.582
"9.206","0.022","0.326","0.146","1.346","1.172","5.043","0.380","1.753","2.951","1.194","0.026",193.932
"10.833","0.022","0.318","0.173","1.330","1.137","4.876","0.422","1.814","3.022","1.097","0.019",194.282
"11.631","0.024","0.321","0.174","1.265","1.115","5.073","0.497","2.037","3.084","1.177","0.021",194.633
"12.738","0.023","0.307","0.158","1.246","1.109","5.160","0.526","2.021","3.065","1.156","0.017",194.983
"14.376","0.025","0.316","0.160","1.268","1.120","4.667","0.512","1.563","3.035","1.151","0.012",195.333
"14.656","0.026","0.316","0.166","1.336","1.163","4.718","0.427","1.345","2.988","1.167","0.013",195.683
"16.188","0.026","0.325","0.184","1.378","1.171","4.300","0.473","1.731","3.049","1.232","0.014",196.033
"16.983","0.024","0.316","0.184","1.388","1.193","4.739","0.527","2.428","3.048","1.215","0.017",196.383
"18.687","0.024","0.311","0.173","1.381","1.167","4.629","0.537","2.516","3.089","1.208","0.018",196.733
"16.647","0.024","0.314","0.180","1.403","1.158","4.540","0.463","2.243","3.043","1.256","0.021",197.083
"16.164","0.022","0.324","0.162","1.442","1.166","4.805","0.384","1.877","3.042","1.378","0.016",197.433
"16.796","0.020","0.320","0.139","1.473","1.161","4.781","0.346","1.745","2.946","1.272","0.021",197.783
"17.257","0.021","0.318","0.138","1.428","1.170","5.087","0.314","1.698","2.912","1.128","0.022",198.133
"17.504","0.019","0.322","0.148","1.400","1.168","4.886","0.438","1.711","2.909","1.010","0.022",198.483
"14.414","0.020","0.348","0.164","1.406","1.170","4.903","0.482","1.699","3.017","1.107","0.026",198.833
"13.545","0.020","0.325","0.148","1.392","1.136","4.422","0.531","2.098","3.011","1.161","0.028",199.183
"10.866","0.022","0.312","0.159","1.352","1.098","4.349","0.499","2.158","2.998","1.090","0.027",199.533
"11.086","0.024","0.295","0.192","1.301","1.095","4.289","0.626","2.208","3.005","1.062","0.031",199.883
"11.199","0.026","0.312","0.221","1.326","1.115","4.115","0.542","2.458","3.102","1.067","0.042",200.233
"11.539","0.033","0.308","0.233","1.310","1.119","3.450","0.386","2.874","3.068","1.189","0.047",200.583
"11.119","0.037","0.315","0.228","1.373","1.122","2.778","0.320","3.210","3.082","1.208","0.041",200.933
"9.461","0.041","0.308","0.230","1.352","1.109","2.564","0.389","3.117","3.104","1.222","0.024",201.283
"10.719","0.043","0.316","0.205","1.378","1.114","2.410","0.528","2.704","3.220","1.197","0.022",201.633
"10.865","0.057","0.300","0.191","1.343","1.101","2.439","0.509","3.795","3.154","1.128","0.019",201.983
