"Li7_Ca43_umol_mol","X_B11_Ca43_mmol_mol","X_Mg24_Ca43_mmol_mol","P31_Ca43_mmol_mol","S34_Ca43_mmol_mol","K39_Ca43_mmol_mol","X_Mn55_Ca43_umol_mol","X_Cu63_Ca43_umol_mol","X_Zn66_Ca43_umol_mol","X_Sr88_Ca43_mmol_mol","X_Ba138_Ca43_umol_mol","Pb208_Ca43_umol_mol","time"
"8.787","0.042","0.368","0.221","0.906","1.268","4.712","0.724","6.774","3.480","1.179","0.088",128.125
"10.083","0.040","0.365","0.217","0.889","1.259","4.599","0.787","6.869","3.503","1.116","0.068",128.475
"11.075","0.039","0.369","0.190","0.859","1.249","4.272","0.790","5.070","3.441","1.091","0.034",128.825
"11.013","0.041","0.362","0.206","0.819","1.256","4.050","0.695","4.596","3.471","1.118","0.044",129.175
"11.640","0.043","0.362","0.219","0.819","1.251","4.092","0.655","6.188","3.616","1.284","0.045",129.525
"14.236","0.043","0.355","0.238","0.807","1.275","4.134","0.670","7.068","3.616","1.255","0.071",129.876
"16.858","0.042","0.356","0.257","0.782","1.229","3.857","0.907","9.404","3.549","1.697","0.120",130.226
"17.630","0.051","0.360","0.263","0.805","1.228","3.978","0.998","10.312","3.451","1.506","0.177",130.576
"14.201","0.056","0.359","0.267","0.813","1.225","4.213","1.050","12.542","3.484","1.404","0.253",130.926
"11.665","0.069","0.355","0.233","0.818","1.272","4.972","1.202","11.154","3.405","1.129","0.297",131.276
"9.624","0.074","0.355","0.231","0.816","1.278","5.171","1.448","10.192","3.317","1.117","0.282",131.626
"8.668","0.070","0.319","0.187","0.737","1.094","4.977","1.409","6.293","2.689","1.005","0.184",131.976
