"Li7_Ca43_umol_mol","X_B11_Ca43_mmol_mol","X_Mg24_Ca43_mmol_mol","P31_Ca43_mmol_mol","S34_Ca43_mmol_mol","K39_Ca43_mmol_mol","X_Mn55_Ca43_umol_mol","X_Cu63_Ca43_umol_mol","X_Zn66_Ca43_umol_mol","X_Sr88_Ca43_mmol_mol","X_Ba138_Ca43_umol_mol","Pb208_Ca43_umol_mol","time"
"4.170","0.045","0.303","0.217","1.004","0.876","1.389","0.591","3.256","3.608","1.695","0.085",201.984
"3.727","0.045","0.304","0.239","0.967","0.865","1.618","0.595","2.948","3.557","1.647","0.114",202.334
"3.000","0.044","0.298","0.295","1.015","0.868","1.631","0.551","3.154","3.601","1.616","0.149",202.684
"2.597","0.044","0.305","0.300","1.052","0.876","1.453","0.591","3.890","3.580","1.457","0.155",203.034
"2.703","0.045","0.308","0.306","1.086","0.871","1.122","0.673","3.959","3.577","1.422","0.158",203.384
"2.901","0.041","0.298","0.283","1.037","0.867","1.089","0.833","3.816","3.483","1.304","0.131",203.734
"3.325","0.043","0.300","0.304","1.010","0.874","1.236","0.849","2.968","3.476","1.444","0.134",204.084
"3.236","0.041","0.298","0.306","1.045","0.875","1.423","0.799","3.213","3.496","1.487","0.137",204.434
"2.823","0.046","0.299","0.276","1.069","0.857","1.446","0.551","2.974","3.537","1.440","0.170",204.784
"2.431","0.043","0.289","0.279","1.074","0.819","1.367","0.558","3.362","3.395","1.360","0.174",205.134
"3.134","0.043","0.297","0.239","1.038","0.822","1.226","0.473","3.130","3.335","1.295","0.136",205.484
"3.180","0.043","0.292","0.244","1.008","0.839","1.157","0.532","2.516","3.310","1.296","0.090",205.834
"4.039","0.045","0.303","0.219","1.016","0.872","1.051","0.534","2.238","3.430","1.258","0.051",206.184
"4.050","0.046","0.295","0.204","1.075","0.900","0.845","0.618","2.194","3.458","1.186","0.051",206.534
"4.503","0.046","0.302","0.209","1.091","0.905","1.074","0.694","3.051","3.491","1.078","0.076",206.884
"4.415","0.042","0.295","0.215","1.056","0.908","1.103","0.883","3.411","3.486","1.085","0.126",207.234
"4.690","0.046","0.300","0.247","1.048","0.909","1.284","0.999","4.705","3.533","1.063","0.188",207.584
"4.658","0.049","0.298","0.213","1.084","0.913","1.001","1.312","5.557","3.549","1.112","0.215",207.934
"4.671","0.057","0.307","0.187","1.098","0.916","0.998","1.408","5.954","3.514","1.068","0.199",208.284
"4.026","0.057","0.310","0.176","1.109","0.903","0.781","1.681","6.501","3.507","1.112","0.172",208.635
"3.325","0.057","0.316","0.221","1.074","0.892","0.653","2.068","7.349","3.577","1.111","0.164",208.985
"2.939","0.054","0.297","0.265","1.068","0.882","0.826","2.907","10.167","3.590","1.096","0.179",209.335
"2.848","0.055","0.297","0.275","1.018","0.873","0.876","3.785","11.827","3.507","1.044","0.173",209.685
"2.964","0.052","0.295","0.257","1.042","0.873","1.179","4.411","13.661","3.418","0.935","0.153",210.035
