"Li7_Ca43_umol_mol","X_B11_Ca43_mmol_mol","X_Mg24_Ca43_mmol_mol","P31_Ca43_mmol_mol","S34_Ca43_mmol_mol","K39_Ca43_mmol_mol","X_Mn55_Ca43_umol_mol","X_Cu63_Ca43_umol_mol","X_Zn66_Ca43_umol_mol","X_Sr88_Ca43_mmol_mol","X_Ba138_Ca43_umol_mol","Pb208_Ca43_umol_mol","time"
"7.451","0.033","0.366","0.245","1.024","1.038","10.787","0.625","9.973","3.543","1.810","0.186",106.422
"6.917","0.032","0.351","0.229","1.004","1.035","10.829","0.697","10.907","3.545","1.771","0.168",106.772
"6.658","0.030","0.345","0.222","1.002","1.033","10.312","0.598","12.802","3.583","1.890","0.181",107.122
"6.111","0.028","0.350","0.218","1.074","1.045","10.708","0.689","14.498","3.745","1.818","0.178",107.472
"4.978","0.026","0.358","0.223","1.095","1.049","10.493","0.557","14.268","3.676","1.776","0.165",107.822
"4.652","0.027","0.366","0.243","1.092","1.057","11.139","0.606","14.015","3.807","1.731","0.171",108.172
"4.507","0.026","0.373","0.257","1.094","1.080","11.437","0.514","15.733","3.799","1.931","0.215",108.522
"5.266","0.025","0.373","0.239","1.070","1.076","11.365","0.535","16.411","3.831","2.070","0.233",108.872
"6.161","0.028","0.372","0.237","1.071","1.084","11.410","0.541","17.541","3.818","2.097","0.213",109.222
"6.387","0.027","0.352","0.226","1.001","1.029","10.499","0.476","15.925","3.746","2.187","0.157",109.572
"5.847","0.031","0.347","0.241","1.033","1.016","10.785","0.510","16.649","3.764","2.443","0.146",109.923
"4.872","0.027","0.344","0.228","1.018","0.995","10.961","0.585","19.695","3.765","2.625","0.150",110.273
"4.729","0.029","0.355","0.258","1.053","1.031","11.542","0.725","25.243","3.846","2.770","0.259",110.623
"5.873","0.026","0.355","0.258","1.031","1.054","12.035","0.754","29.356","3.891","2.651","0.297",110.973
"7.405","0.028","0.353","0.275","1.037","1.065","12.128","0.726","30.532","3.934","2.868","0.313",111.323
"7.550","0.028","0.355","0.252","1.000","1.061","12.378","0.619","28.409","4.030","2.780","0.233",111.673
"6.136","0.033","0.360","0.245","1.023","1.055","12.226","0.556","25.358","4.002","2.737","0.172",112.023
"4.777","0.032","0.369","0.212","1.013","1.066","12.026","0.534","22.529","3.974","2.523","0.146",112.373
"5.179","0.031","0.358","0.185","1.012","1.046","12.188","0.605","19.043","3.765","2.224","0.126",112.723
"5.382","0.028","0.352","0.172","1.010","1.046","12.374","0.599","16.770","3.739","1.960","0.138",113.073
"5.268","0.027","0.340","0.171","0.977","1.011","12.643","0.654","14.801","3.567","1.677","0.137",113.423
"5.584","0.025","0.348","0.189","0.994","1.046","12.993","0.700","14.139","3.620","1.830","0.120",113.773
"6.247","0.027","0.352","0.193","0.946","1.070","13.363","0.769","13.631","3.611","1.911","0.110",114.123
"6.659","0.028","0.368","0.207","1.026","1.124","13.492","0.614","12.687","3.781","1.947","0.097",114.473
"5.188","0.031","0.369","0.197","1.006","1.103","13.196","0.589","12.337","3.729","1.752","0.106",114.823
"4.597","0.028","0.377","0.186","1.048","1.098","12.862","0.582","11.218","3.848","1.710","0.096",115.173
"4.660","0.031","0.369","0.172","0.993","1.061","12.020","0.630","9.329","3.678","1.624","0.091",115.523
"6.569","0.031","0.372","0.172","1.001","1.087","11.939","0.598","9.474","3.760","1.758","0.086",115.873
"6.864","0.032","0.364","0.181","0.972","1.091","11.370","0.605","10.806","3.601","1.856","0.086",116.223
"7.009","0.030","0.366","0.192","0.956","1.108","11.538","0.539","13.893","3.731","1.959","0.105",116.573
"6.582","0.029","0.355","0.192","0.919","1.060","10.690","0.462","14.986","3.736","1.853","0.106",116.923
"7.614","0.027","0.356","0.175","0.971","1.066","10.725","0.450","13.669","3.802","1.873","0.111",117.273
"8.047","0.028","0.348","0.172","1.015","1.072","10.721","0.485","12.870","3.847","2.158","0.126",117.623
"8.325","0.026","0.350","0.181","1.028","1.088","10.553","0.554","14.361","3.793","2.219","0.155",117.973
"8.770","0.029","0.346","0.202","0.997","1.068","9.866","0.459","16.563","3.746","2.191","0.227",118.323
"11.002","0.024","0.346","0.211","0.972","1.066","9.162","0.588","20.574","3.759","2.150","0.294",118.674
"11.796","0.027","0.348","0.203","1.020","1.068","8.759","0.650","20.831","3.793","2.955","0.315",119.024
"13.001","0.026","0.340","0.217","1.024","1.067","8.609","0.792","21.436","3.894","3.109","0.276",119.374
"12.002","0.026","0.327","0.232","1.028","1.044","8.030","0.796","18.331","3.853","3.006","0.224",119.724
"14.266","0.024","0.320","0.232","1.041","1.062","7.798","0.751","17.634","3.918","2.375","0.257",120.074
"15.366","0.023","0.332","0.236","1.066","1.110","7.899","0.849","20.085","4.013","2.482","0.332",120.424
"17.073","0.026","0.345","0.244","1.107","1.129","7.749","0.723","22.333","4.104","2.659","0.353",120.774
"15.787","0.029","0.352","0.264","1.038","1.121","7.886","0.681","24.303","4.006","2.618","0.327",121.124
"15.343","0.027","0.348","0.250","1.046","1.081","8.041","0.588","25.183","3.765","2.512","0.289",121.474
"12.951","0.028","0.337","0.219","0.977","1.085","8.794","0.640","25.979","3.676","2.426","0.313",121.824
"10.410","0.028","0.328","0.199","0.946","1.070","9.580","0.618","25.368","3.606","2.668","0.297",122.174
"8.262","0.029","0.330","0.184","0.895","1.072","10.844","0.601","21.343","3.666","2.687","0.235",122.524
"7.927","0.030","0.337","0.189","0.937","1.085","11.992","0.594","18.364","3.574","2.734","0.149",122.874
"8.660","0.028","0.354","0.187","1.003","1.099","13.401","0.543","17.176","3.615","2.568","0.098",123.224
"9.121","0.030","0.360","0.206","1.071","1.121","14.854","0.556","18.235","3.648","2.634","0.099",123.574
"9.199","0.029","0.357","0.218","1.070","1.111","16.858","0.614","18.420","3.596","2.552","0.109",123.924
"10.456","0.027","0.356","0.203","1.109","1.126","18.573","0.704","19.077","3.569","2.381","0.136",124.274
"8.301","0.025","0.358","0.190","1.037","1.107","19.250","0.648","17.227","3.420","2.095","0.123",124.624
"7.921","0.023","0.366","0.181","1.021","1.117","19.579","0.540","16.057","3.553","2.121","0.128",124.974
"5.546","0.022","0.358","0.189","1.025","1.114","19.592","0.441","14.896","3.575","2.174","0.116",125.324
"5.692","0.024","0.350","0.172","1.030","1.139","18.846","0.494","16.649","3.682","2.279","0.132",125.674
"5.693","0.026","0.351","0.163","1.004","1.143","18.061","0.510","19.002","3.612","2.113","0.133",126.024
"6.192","0.027","0.347","0.173","0.965","1.141","16.830","0.532","17.743","3.646","2.077","0.121",126.374
"6.237","0.025","0.355","0.174","0.987","1.110","16.083","0.411","16.026","3.593","2.035","0.118",126.724
"5.551","0.026","0.348","0.164","0.989","1.088","14.844","0.460","13.564","3.637","2.010","0.114",127.075
"4.693","0.027","0.353","0.150","0.984","1.106","14.519","0.606","14.102","3.583","2.003","0.132",127.425
"4.838","0.028","0.339","0.155","0.955","1.121","13.820","0.716","15.053","3.562","2.166","0.118",127.775
"4.389","0.028","0.347","0.149","0.970","1.143","13.880","0.675","14.451","3.483","2.195","0.113",128.125
"4.286","0.029","0.351","0.146","0.963","1.133","13.302","0.534","13.238","3.409","2.137","0.102",128.475
"3.737","0.028","0.357","0.148","0.959","1.146","13.580","0.501","14.012","3.483","2.085","0.121",128.825
"4.921","0.024","0.347","0.148","0.960","1.119","13.251","0.624","16.080","3.490","2.127","0.110",129.175
"5.143","0.021","0.342","0.157","0.934","1.100","12.528","0.726","17.682","3.513","2.115","0.127",129.525
"5.781","0.021","0.343","0.167","0.980","1.107","11.697","0.771","16.206","3.522","2.147","0.109",129.875
"5.137","0.023","0.347","0.172","0.945","1.098","10.647","0.609","13.206","3.496","2.005","0.109",130.225
"5.794","0.024","0.352","0.176","0.987","1.113","10.579","0.613","11.846","3.534","1.963","0.100",130.575
"6.008","0.025","0.354","0.179","0.996","1.112","10.535","0.504","12.335","3.567","1.890","0.103",130.925
"5.909","0.027","0.355","0.212","1.032","1.134","10.870","0.660","16.114","3.670","2.089","0.144",131.275
"5.432","0.032","0.355","0.238","1.013","1.128","11.181","0.649","19.377","3.668","2.078","0.142",131.625
"5.425","0.030","0.360","0.255","1.027","1.115","11.273","0.709","18.574","3.528","1.973","0.148",131.975
"5.526","0.031","0.366","0.244","1.035","1.136","11.924","0.565","17.021","3.426","1.874","0.129",132.325
"5.329","0.029","0.363","0.226","1.060","1.148","12.608","0.462","16.339","3.520","1.844","0.134",132.675
"4.789","0.031","0.350","0.239","0.976","1.126","13.100","0.488","20.818","3.602","1.990","0.176",133.025
"5.001","0.025","0.344","0.256","0.982","1.090","12.898","0.610","28.504","3.751","2.194","0.237",133.375
"5.781","0.023","0.337","0.292","0.942","1.079","12.263","0.678","31.272","3.596","2.423","0.248",133.725
"5.485","0.025","0.348","0.319","0.985","1.096","12.153","0.600","31.767","3.620","2.569","0.241",134.075
"5.859","0.029","0.347","0.335","0.972","1.106","11.953","0.464","28.803","3.550","2.465","0.229",134.425
"5.115","0.031","0.339","0.343","0.989","1.087","11.544","0.352","30.694","3.529","2.419","0.277",134.775
"5.634","0.029","0.331","0.300","0.966","1.078","11.132","0.476","34.887","3.538","2.387","0.315",135.125
"4.993","0.031","0.330","0.258","0.981","1.071","10.872","0.536","39.275","3.462","2.366","0.289",135.475
"4.160","0.031","0.343","0.219","1.032","1.097","11.630","0.707","39.602","3.518","2.358","0.253",135.826
"3.575","0.030","0.335","0.205","1.023","1.105","11.630","0.678","35.587","3.430","2.197","0.200",136.176
"3.701","0.028","0.334","0.205","1.009","1.102","11.363","0.746","28.966","3.425","2.145","0.190",136.526
"4.845","0.027","0.324","0.197","0.936","1.075","10.676","0.663","26.723","3.413","2.072","0.194",136.876
"5.435","0.028","0.335","0.202","0.954","1.084","10.410","0.611","26.497","3.382","1.956","0.196",137.226
"5.786","0.030","0.337","0.195","0.948","1.111","10.373","0.596","23.793","3.486","1.737","0.198",137.576
"5.486","0.028","0.345","0.190","0.977","1.135","10.833","0.647","19.691","3.519","1.508","0.156",137.926
"4.391","0.032","0.349","0.193","0.973","1.124","10.914","0.677","14.210","3.619","1.316","0.105",138.276
"3.816","0.033","0.350","0.217","0.965","1.105","11.129","0.630","14.570","3.598","1.302","0.068",138.626
"4.915","0.034","0.347","0.247","1.016","1.128","10.100","0.554","17.817","3.643","1.354","0.080",138.976
"5.515","0.030","0.331","0.253","1.029","1.152","9.404","0.554","19.150","3.573","1.362","0.087",139.326
"5.005","0.028","0.327","0.240","1.008","1.175","8.624","0.496","18.239","3.488","1.260","0.093",139.676
"3.705","0.026","0.331","0.202","0.979","1.157","8.223","0.523","14.962","3.478","1.145","0.076",140.026
"3.893","0.024","0.327","0.165","0.952","1.128","7.963","0.394","18.003","3.421","1.255","0.078",140.376
"4.153","0.022","0.319","0.171","0.951","1.128","8.178","0.466","26.909","3.430","1.458","0.077",140.726
"4.702","0.026","0.322","0.199","0.936","1.114","8.377","0.487","34.073","3.425","1.756","0.113",141.076
"5.592","0.028","0.325","0.236","0.947","1.131","8.003","0.551","32.352","3.441","1.727","0.116",141.426
